 0.0000E+000	 4.0000E-002	 0.0000E+000	 1.0000E-002	 9.0000E-002	 2.0000E-001	 3.5000E-001	 2.6000E-001	 2.4000E-001	 6.0000E-001	 4.0000E-001	 4.2000E-001	 3.9000E-001	 1.7000E-001	 0.0000E+000	 0.0000E+000	 0.0000E+000	 0.0000E+000	 2.2000E-001	 2.2000E-001	 5.7000E-001	 3.6000E-001	 4.8000E-001	 1.1000E+000	 6.7000E-001	 5.6000E-001	 1.4100E+000	 1.0700E+000	 2.4700E+000	 3.5800E+000	 4.7700E+000	 5.6200E+000	 9.9600E+000	 1.6400E+001	 2.1300E+001	 3.4320E+001	 6.4600E+001	 8.2500E+001	 1.8195E+002	 1.7282E+003	 6.6049E+002	 5.9435E+002	 6.9717E+002	 9.4887E+002	 6.3388E+002	 1.6102E+002	 5.8570E+001	 4.0140E+001	 1.6160E+001	 1.6980E+001	 4.3200E+000	 2.8500E+000	 9.3000E-001	 1.3800E+000	 1.5800E+000	 2.2000E-001	 1.8000E-001	 6.0000E-001	 1.4400E+000	 3.4400E+000	 0.0000E+000	 0.0000E+000	 1.0000E-002	 1.0000E-002	 0.0000E+000	 0.0000E+000	 0.0000E+000	 0.0000E+000	 0.0000E+000	 0.0000E+000	 0.0000E+000	 0.0000E+000	 0.0000E+000	 0.0000E+000	 0.0000E+000	 0.0000E+000	 0.0000E+000	 1.0000E-001	
 0.0000E+000	 2.0000E-001	 5.4000E-001	 0.0000E+000	 1.1000E-001	 0.0000E+000	 2.0000E-002	 4.2000E-001	 2.4000E-001	 5.3000E-001	 2.9000E-001	 2.1000E-001	 1.7000E-001	 2.9000E-001	 1.1000E-001	 0.0000E+000	 0.0000E+000	 1.9000E-001	 3.4000E-001	 1.2200E+000	 1.0800E+000	 7.0000E-001	 3.7000E-001	 3.2000E-001	 1.0200E+000	 1.0900E+000	 2.3000E+000	 3.7000E+000	 9.3800E+000	 8.1400E+000	 1.0970E+001	 1.2140E+001	 1.7140E+001	 2.0330E+001	 2.2240E+001	 4.0400E+001	 5.3690E+001	 9.0340E+001	 2.2474E+002	 1.2826E+003	 7.4146E+002	 6.6593E+002	 6.9918E+002	 6.5535E+002	 4.7856E+002	 2.0705E+002	 9.9770E+001	 5.8370E+001	 4.8930E+001	 2.2130E+001	 1.0210E+001	 4.6000E+000	 4.4100E+000	 1.2700E+000	 1.5100E+000	 1.2100E+000	 6.1000E-001	 5.6000E-001	 2.4200E+000	 4.8500E+000	 1.8100E+000	 5.1000E-001	 4.6000E-001	 4.4000E-001	 0.0000E+000	 0.0000E+000	 0.0000E+000	 0.0000E+000	 0.0000E+000	 0.0000E+000	 0.0000E+000	 0.0000E+000	 0.0000E+000	 0.0000E+000	 0.0000E+000	 0.0000E+000	 0.0000E+000	 5.9000E-001	
 8.4000E-001	 2.0000E-001	 3.9000E-001	 4.0000E-002	 1.3000E-001	 0.0000E+000	 2.2000E-001	 1.2400E+000	 1.0200E+000	 2.6000E-001	 5.0000E-001	 5.0000E-002	 1.9000E-001	 4.3000E-001	 1.0000E-001	 3.1000E-001	 0.0000E+000	 3.0000E-001	 5.6000E-001	 1.0600E+000	 1.4500E+000	 5.8000E-001	 1.4100E+000	 8.5000E-001	 1.1700E+000	 1.4000E+000	 4.2200E+000	 7.6200E+000	 8.1600E+000	 1.3240E+001	 1.2450E+001	 1.5600E+001	 1.8370E+001	 2.8860E+001	 3.2450E+001	 4.9540E+001	 7.8700E+001	 1.2470E+002	 2.2955E+002	 9.0246E+002	 5.5301E+002	 5.2217E+002	 5.5904E+002	 4.7292E+002	 3.1472E+002	 1.8967E+002	 1.0048E+002	 7.0970E+001	 4.4500E+001	 3.0300E+001	 2.4410E+001	 1.1450E+001	 4.6900E+000	 2.7300E+000	 1.5600E+000	 1.4300E+000	 2.0100E+000	 4.0000E-001	 1.7700E+000	 2.3300E+000	 2.8000E+000	 2.7300E+000	 1.5200E+000	 2.0400E+000	 6.8000E-001	 2.1000E-001	 3.4000E-001	 2.5000E-001	 1.3000E-001	 0.0000E+000	 0.0000E+000	 0.0000E+000	 0.0000E+000	 0.0000E+000	 0.0000E+000	 0.0000E+000	 0.0000E+000	 5.3000E-001	
 1.7400E+000	 1.9000E-001	 1.8000E-001	 2.9000E-001	 6.0000E-002	 3.0000E-002	 7.6000E-001	 5.2000E-001	 3.5000E-001	 0.0000E+000	 7.6000E-001	 1.7000E-001	 4.0000E-001	 1.8000E-001	 2.3000E-001	 9.8000E-001	 2.5800E+000	 1.4000E-001	 1.2300E+000	 1.3700E+000	 6.6000E-001	 2.0500E+000	 2.1400E+000	 2.4200E+000	 2.5900E+000	 3.0000E+000	 4.5000E+000	 7.9500E+000	 1.0520E+001	 1.4450E+001	 1.7490E+001	 2.4430E+001	 4.0150E+001	 5.3850E+001	 4.2300E+001	 6.7480E+001	 9.3180E+001	 1.4034E+002	 1.9660E+002	 6.8179E+002	 4.2116E+002	 4.2090E+002	 3.8347E+002	 3.1290E+002	 2.4943E+002	 1.6481E+002	 9.9080E+001	 7.7470E+001	 6.0020E+001	 4.5300E+001	 2.6950E+001	 9.2300E+000	 3.4300E+000	 5.3500E+000	 2.8900E+000	 1.8700E+000	 4.2100E+000	 2.3200E+000	 4.0800E+000	 3.3600E+000	 2.8900E+000	 1.8500E+000	 1.8600E+000	 4.0000E-001	 2.4500E+000	 8.8000E-001	 1.4000E-001	 4.1000E-001	 1.2000E-001	 1.3000E-001	 1.4000E-001	 0.0000E+000	 0.0000E+000	 0.0000E+000	 0.0000E+000	 0.0000E+000	 0.0000E+000	 4.0000E-001	
 1.3200E+000	 3.8000E-001	 3.5000E-001	 2.6000E-001	 0.0000E+000	 3.0000E-002	 2.5000E-001	 2.6000E-001	 2.3000E-001	 0.0000E+000	 1.9000E-001	 3.2000E-001	 2.1000E-001	 4.8000E-001	 6.2000E-001	 3.1400E+000	 3.4000E+000	 7.2000E-001	 0.0000E+000	 4.6000E-001	 1.2900E+000	 1.5100E+000	 1.1000E+000	 2.2400E+000	 2.9800E+000	 5.4300E+000	 4.9600E+000	 8.0600E+000	 6.2100E+000	 6.3900E+000	 1.3260E+001	 3.4200E+001	 3.5610E+001	 4.4160E+001	 4.9050E+001	 5.9410E+001	 8.3660E+001	 1.3044E+002	 1.9022E+002	 5.3984E+002	 2.9525E+002	 3.1440E+002	 2.8282E+002	 2.3574E+002	 1.7401E+002	 1.2514E+002	 9.7580E+001	 7.7310E+001	 5.9120E+001	 3.9570E+001	 3.1860E+001	 1.7610E+001	 9.6700E+000	 7.0300E+000	 1.0340E+001	 5.7100E+000	 9.8500E+000	 4.0200E+000	 4.2000E+000	 1.2320E+001	 3.3100E+000	 3.3500E+000	 6.6100E+000	 1.2700E+000	 7.6000E-001	 7.7000E-001	 1.3000E+000	 1.1000E+000	 1.3200E+000	 1.2100E+000	 2.2000E-001	 3.8000E-001	 4.0000E-002	 1.0000E-002	 1.3000E-001	 0.0000E+000	 0.0000E+000	 1.3000E-001	
 2.2000E+000	 1.3000E-001	 3.5000E-001	 5.9000E-001	 1.4000E-001	 1.5000E-001	 3.0000E-001	 6.9000E-001	 6.3000E-001	 2.5000E-001	 4.2000E-001	 5.5000E-001	 3.8000E-001	 3.5000E-001	 3.9000E-001	 4.0000E-001	 1.5700E+000	 2.0000E-001	 3.0000E-002	 3.8000E-001	 1.8100E+000	 1.2600E+000	 1.7100E+000	 1.3200E+000	 2.2600E+000	 6.6100E+000	 7.8200E+000	 8.2300E+000	 6.5500E+000	 1.4570E+001	 2.1690E+001	 2.2910E+001	 3.7220E+001	 4.4900E+001	 5.7210E+001	 8.1330E+001	 1.0336E+002	 1.1312E+002	 1.3826E+002	 3.7771E+002	 2.2538E+002	 2.1118E+002	 2.3255E+002	 1.6974E+002	 1.6245E+002	 1.3582E+002	 1.0548E+002	 6.7450E+001	 4.7570E+001	 2.4650E+001	 3.2620E+001	 2.3130E+001	 1.3960E+001	 1.2990E+001	 1.2370E+001	 1.0580E+001	 3.6500E+000	 2.1600E+000	 3.9300E+000	 4.5700E+000	 1.3160E+001	 8.6400E+000	 1.2170E+001	 6.9400E+000	 5.4000E-001	 6.0000E-001	 1.9700E+000	 4.1700E+000	 7.5000E-001	 2.0100E+000	 3.1000E+000	 2.1300E+000	 3.1000E-001	 4.9000E-001	 4.8000E-001	 0.0000E+000	 1.1000E-001	 1.0400E+000	
 2.1000E+000	 5.0000E-002	 4.0000E-001	 9.6000E-001	 4.8000E-001	 0.0000E+000	 1.7000E-001	 7.9000E-001	 8.7000E-001	 8.8000E-001	 3.1000E-001	 5.2000E-001	 1.4000E-001	 1.7000E+000	 4.7600E+000	 1.0700E+000	 3.2000E-001	 5.1000E-001	 5.3000E-001	 3.1000E-001	 1.6500E+000	 2.6700E+000	 3.4700E+000	 2.4600E+000	 4.8800E+000	 1.3680E+001	 1.2630E+001	 1.9740E+001	 1.4980E+001	 2.1420E+001	 2.4270E+001	 3.1810E+001	 4.1270E+001	 5.1580E+001	 6.8560E+001	 6.1920E+001	 1.0046E+002	 1.0838E+002	 1.1269E+002	 3.1324E+002	 1.6394E+002	 1.6809E+002	 1.6177E+002	 1.2006E+002	 1.2010E+002	 9.0320E+001	 8.7770E+001	 6.5310E+001	 5.4490E+001	 3.7610E+001	 2.9050E+001	 2.0160E+001	 1.8640E+001	 1.5070E+001	 1.1020E+001	 1.0190E+001	 6.9000E+000	 4.3500E+000	 3.1000E+000	 4.2600E+000	 5.0200E+000	 4.6300E+000	 1.5230E+001	 6.2900E+000	 3.0700E+000	 3.8500E+000	 6.0500E+000	 5.4000E-001	 2.5400E+000	 2.5300E+000	 1.4300E+000	 6.4000E-001	 4.1000E-001	 2.8000E-001	 5.5000E-001	 3.5000E-001	 9.0000E-002	 2.0400E+000	
 3.6700E+000	 0.0000E+000	 1.2000E-001	 8.0000E-002	 7.4000E-001	 4.5000E-001	 2.8000E-001	 1.0000E-001	 1.9000E-001	 1.2200E+000	 9.3000E-001	 8.1000E-001	 5.9000E-001	 1.9600E+000	 4.2000E+000	 2.6600E+000	 6.4000E-001	 7.7000E-001	 8.7000E-001	 1.3300E+000	 5.4400E+000	 2.1400E+000	 2.3700E+000	 3.6200E+000	 3.2000E+000	 1.5360E+001	 1.9120E+001	 1.4940E+001	 1.3290E+001	 1.1780E+001	 2.1480E+001	 2.9860E+001	 4.2170E+001	 5.0100E+001	 5.7540E+001	 6.7570E+001	 8.0120E+001	 9.4330E+001	 1.1529E+002	 2.6033E+002	 1.3826E+002	 1.2770E+002	 1.0565E+002	 1.0801E+002	 8.2260E+001	 7.2860E+001	 5.6470E+001	 6.4580E+001	 5.3570E+001	 4.3060E+001	 2.7000E+001	 2.4220E+001	 1.9930E+001	 2.3000E+001	 1.9340E+001	 1.5910E+001	 1.0340E+001	 5.9700E+000	 6.8000E+000	 5.9300E+000	 7.4400E+000	 2.4000E+000	 7.9800E+000	 7.8100E+000	 9.3000E+000	 5.6200E+000	 3.7400E+000	 5.2000E-001	 3.6100E+000	 1.3000E+000	 8.5000E-001	 3.1000E+000	 2.0000E-001	 4.6000E-001	 1.2500E+000	 2.0000E-001	 4.0000E-002	 1.2800E+000	
 4.2400E+000	 3.5000E-001	 1.4000E-001	 4.2000E-001	 8.9000E-001	 3.0000E-001	 7.0000E-001	 3.6000E-001	 2.8000E-001	 7.4000E-001	 8.4000E-001	 1.0800E+000	 6.9000E-001	 1.4000E+000	 1.7300E+000	 2.1200E+000	 1.2000E+000	 6.0000E-001	 2.5500E+000	 2.3100E+000	 7.1000E+000	 5.5900E+000	 3.7900E+000	 4.3600E+000	 6.3200E+000	 1.0750E+001	 1.4470E+001	 1.8040E+001	 1.7020E+001	 1.9390E+001	 1.7540E+001	 3.5710E+001	 3.1630E+001	 4.1210E+001	 5.0790E+001	 6.8670E+001	 7.3280E+001	 8.9010E+001	 1.0512E+002	 1.9682E+002	 1.0173E+002	 9.7060E+001	 8.3550E+001	 7.6950E+001	 5.9480E+001	 6.2910E+001	 4.9080E+001	 4.7020E+001	 5.2010E+001	 4.4870E+001	 4.2110E+001	 2.9040E+001	 1.7340E+001	 1.6360E+001	 1.9170E+001	 2.1010E+001	 1.6700E+001	 1.4020E+001	 4.6900E+000	 6.7600E+000	 4.9900E+000	 3.3600E+000	 2.3800E+000	 6.1000E+000	 5.7700E+000	 4.7500E+000	 1.6100E+000	 7.4000E-001	 3.4000E-001	 1.2600E+000	 3.6100E+000	 6.6800E+000	 6.5000E-001	 9.9000E-001	 1.8000E-001	 8.1000E-001	 0.0000E+000	 1.0700E+000	
 4.1400E+000	 6.6000E-001	 2.5000E-001	 5.0000E-001	 1.0000E-002	 0.0000E+000	 3.2000E-001	 9.0000E-002	 1.7000E-001	 1.3500E+000	 1.3300E+000	 1.0800E+000	 6.4000E-001	 1.4400E+000	 6.5000E-001	 4.1400E+000	 2.5600E+000	 5.9300E+000	 1.0460E+001	 1.4090E+001	 6.0900E+000	 3.8700E+000	 5.2000E+000	 5.2200E+000	 5.4300E+000	 1.7140E+001	 1.3190E+001	 1.6920E+001	 1.9720E+001	 2.0890E+001	 2.9530E+001	 2.7690E+001	 4.9390E+001	 4.6230E+001	 5.4490E+001	 6.2070E+001	 7.6470E+001	 6.5900E+001	 9.3160E+001	 1.7712E+002	 8.9660E+001	 8.5850E+001	 7.2860E+001	 6.8790E+001	 5.8720E+001	 5.0430E+001	 4.5800E+001	 4.8250E+001	 3.6600E+001	 3.4840E+001	 3.8990E+001	 2.7580E+001	 2.0480E+001	 1.6740E+001	 1.4050E+001	 2.2910E+001	 1.1000E+001	 9.4700E+000	 8.1800E+000	 7.6800E+000	 5.7000E+000	 4.6100E+000	 4.7600E+000	 5.8300E+000	 2.9000E+000	 9.4000E-001	 1.0300E+000	 1.5700E+000	 1.9400E+000	 4.2900E+000	 2.9500E+000	 4.7400E+000	 3.6400E+000	 4.7000E+000	 3.3600E+000	 3.1600E+000	 1.4100E+000	 1.3600E+000	
