 1.0233E+002	 3.3640E+001	 4.8650E+001	 3.6110E+001	 3.7610E+001	 4.1410E+001	 3.9060E+001	 5.5020E+001	 4.4380E+001	 6.5680E+001	 7.5860E+001	 6.4560E+001	 6.9090E+001	 9.3360E+001	 1.8160E+002	 7.0480E+001	 7.4240E+001	 6.6620E+001	 5.3610E+001	 5.1310E+001	 5.8830E+001	 6.7980E+001	 5.4460E+001	 3.0070E+001	 3.4020E+001	 2.9200E+001	 2.3010E+001	 1.8127E+002	
 7.0680E+001	 2.9780E+001	 3.5810E+001	 2.2600E+001	 3.4700E+001	 4.3530E+001	 3.6660E+001	 4.1310E+001	 5.4010E+001	 4.4350E+001	 5.7990E+001	 6.4000E+001	 6.0300E+001	 7.1330E+001	 1.4779E+002	 7.4990E+001	 6.7160E+001	 6.0040E+001	 6.2650E+001	 5.4220E+001	 5.4650E+001	 4.4790E+001	 3.9790E+001	 2.4820E+001	 2.3380E+001	 2.1670E+001	 1.9950E+001	 1.6222E+002	
 7.2250E+001	 2.4540E+001	 2.1220E+001	 2.9000E+001	 4.2390E+001	 3.7310E+001	 4.1000E+001	 3.4030E+001	 3.3900E+001	 3.3000E+001	 6.4000E+001	 6.3150E+001	 5.7280E+001	 6.4750E+001	 1.3107E+002	 5.2910E+001	 6.4190E+001	 4.6730E+001	 5.4090E+001	 5.4900E+001	 4.6750E+001	 4.7920E+001	 2.7240E+001	 2.6620E+001	 2.1750E+001	 1.9640E+001	 1.4910E+001	 1.3166E+002	
 1.1577E+002	 2.9230E+001	 3.2680E+001	 3.8500E+001	 4.5530E+001	 6.7620E+001	 5.6600E+001	 5.9800E+001	 5.4610E+001	 5.7880E+001	 5.8470E+001	 5.5090E+001	 6.1100E+001	 6.5750E+001	 1.7316E+002	 8.0280E+001	 6.9420E+001	 6.6610E+001	 9.8710E+001	 8.7170E+001	 8.4330E+001	 8.1940E+001	 4.2720E+001	 3.0140E+001	 2.7750E+001	 2.4860E+001	 3.1140E+001	 1.8108E+002	


 3.4000E-001	 0.0000E+000	 0.0000E+000	 2.6000E-001	 1.6100E+000	 2.5100E+000	 8.1000E-001	 1.4900E+000	 3.7600E+000	 1.2300E+000	 2.7500E+000	 1.5490E+001	 3.0950E+001	 6.1400E+001	 4.2759E+002	 2.2632E+002	 2.6919E+002	 1.2137E+002	 3.5720E+001	 2.6650E+001	 9.0300E+000	 1.3550E+001	 7.5800E+000	 1.0800E+001	 4.3100E+000	 3.2700E+000	 7.6000E-001	 2.1900E+000	
 5.3700E+000	 3.5000E-001	 7.0000E-001	 6.6000E-001	 5.3500E+000	 2.9800E+000	 2.3400E+000	 1.8500E+000	 1.7000E+000	 4.0900E+000	 1.1050E+001	 1.5770E+001	 2.8300E+001	 6.8010E+001	 2.4759E+002	 1.8665E+002	 1.5143E+002	 8.9740E+001	 5.2220E+001	 3.0900E+001	 2.6150E+001	 9.2100E+000	 5.7900E+000	 1.4840E+001	 8.2900E+000	 3.9500E+000	 2.4100E+000	 1.9000E+000	
 6.7800E+000	 4.6000E-001	 6.7000E-001	 8.2000E-001	 6.6200E+000	 9.2500E+000	 4.4500E+000	 4.6100E+000	 3.6200E+000	 7.1200E+000	 1.3380E+001	 2.5120E+001	 3.9650E+001	 5.7690E+001	 1.7252E+002	 9.7580E+001	 8.2760E+001	 8.4090E+001	 5.1980E+001	 4.1640E+001	 1.6170E+001	 1.3090E+001	 6.5400E+000	 8.8600E+000	 5.5000E+000	 3.4500E+000	 1.9800E+000	 6.9900E+000	
 6.4000E+000	 5.7000E-001	 4.7000E-001	 2.2700E+000	 2.2400E+000	 5.9600E+000	 1.2860E+001	 7.7100E+000	 8.4400E+000	 1.1720E+001	 1.8510E+001	 3.0340E+001	 3.7750E+001	 4.2510E+001	 1.3031E+002	 6.7010E+001	 8.0830E+001	 6.4960E+001	 6.7670E+001	 5.0650E+001	 2.4870E+001	 2.2100E+001	 1.8610E+001	 1.0770E+001	 1.3840E+001	 6.9700E+000	 3.3500E+000	 1.4100E+000	
 7.8700E+000	 5.7000E-001	 1.9000E+000	 2.7200E+000	 2.5700E+000	 6.7800E+000	 1.0300E+001	 7.5900E+000	 1.0550E+001	 1.2370E+001	 2.5940E+001	 3.3600E+001	 3.0860E+001	 4.2600E+001	 1.0597E+002	 7.0980E+001	 3.8820E+001	 7.2040E+001	 4.2000E+001	 3.4750E+001	 2.8770E+001	 2.4010E+001	 1.8310E+001	 1.5930E+001	 1.2820E+001	 1.0040E+001	 3.3400E+000	 5.3200E+000	
 1.0210E+001	 1.3000E+000	 1.4400E+000	 1.0600E+000	 2.9700E+000	 4.4500E+000	 6.8500E+000	 1.1340E+001	 2.5640E+001	 2.5940E+001	 4.0110E+001	 3.3160E+001	 2.1970E+001	 4.1310E+001	 7.0810E+001	 4.8100E+001	 5.6850E+001	 4.9590E+001	 5.0370E+001	 4.4810E+001	 2.7120E+001	 2.7940E+001	 1.9070E+001	 1.7720E+001	 1.0300E+001	 8.9600E+000	 8.0800E+000	 9.1300E+000	
 7.5500E+000	 2.3000E+000	 1.1900E+000	 6.2000E-001	 1.7000E+000	 5.9200E+000	 5.2100E+000	 1.0790E+001	 1.8410E+001	 2.5120E+001	 3.6890E+001	 2.5040E+001	 3.3140E+001	 3.3980E+001	 8.8270E+001	 3.6870E+001	 3.4170E+001	 3.2030E+001	 3.8670E+001	 3.9790E+001	 2.4490E+001	 1.4180E+001	 1.2770E+001	 1.5020E+001	 1.7970E+001	 9.2600E+000	 3.2300E+000	 9.3500E+000	
 6.5100E+000	 3.2800E+000	 3.5700E+000	 1.5600E+000	 1.3500E+000	 4.4700E+000	 5.3000E+000	 8.2200E+000	 1.3560E+001	 1.8340E+001	 2.4500E+001	 2.8810E+001	 2.9850E+001	 2.9220E+001	 8.6640E+001	 3.3810E+001	 3.4970E+001	 3.8410E+001	 3.2540E+001	 2.5590E+001	 2.1420E+001	 1.3550E+001	 1.3070E+001	 6.5500E+000	 6.4400E+000	 3.7700E+000	 1.6900E+000	 1.0030E+001	
 7.1800E+000	 2.5600E+000	 2.2400E+000	 1.0000E+000	 3.7000E+000	 3.8800E+000	 7.1400E+000	 7.3000E+000	 1.3110E+001	 1.2920E+001	 1.6130E+001	 2.2960E+001	 1.9660E+001	 2.8230E+001	 7.0410E+001	 3.2410E+001	 1.8600E+001	 1.4540E+001	 2.8410E+001	 3.1650E+001	 1.6490E+001	 1.2490E+001	 1.2100E+001	 6.1900E+000	 4.0000E+000	 4.0100E+000	 5.0000E+000	 1.1990E+001	
 6.0100E+000	 1.7500E+000	 2.2900E+000	 2.0100E+000	 4.6600E+000	 3.8800E+000	 8.6300E+000	 8.9000E+000	 1.4530E+001	 2.1970E+001	 1.6530E+001	 1.3540E+001	 1.7140E+001	 1.9360E+001	 6.4300E+001	 2.5420E+001	 1.8990E+001	 1.3910E+001	 2.4090E+001	 2.0850E+001	 2.0100E+001	 1.6370E+001	 9.9900E+000	 7.5800E+000	 1.1550E+001	 2.7000E+000	 8.8300E+000	 1.3560E+001	
 5.9100E+000	 2.7000E+000	 4.6400E+000	 8.1500E+000	 7.0200E+000	 5.4400E+000	 5.3600E+000	 5.9700E+000	 1.8070E+001	 1.4400E+001	 1.4500E+001	 1.7130E+001	 1.2490E+001	 2.1190E+001	 4.9560E+001	 2.3370E+001	 2.3950E+001	 1.8070E+001	 1.8460E+001	 1.2310E+001	 1.4490E+001	 1.4720E+001	 6.7400E+000	 1.0290E+001	 1.0390E+001	 3.1500E+000	 4.4500E+000	 1.4020E+001	
 8.2000E+000	 2.1200E+000	 4.0100E+000	 6.1100E+000	 1.6300E+000	 3.0300E+000	 3.6400E+000	 6.7700E+000	 1.1030E+001	 2.0430E+001	 1.7880E+001	 1.9650E+001	 1.5570E+001	 1.3730E+001	 4.6800E+001	 2.3470E+001	 1.6230E+001	 1.7450E+001	 1.6590E+001	 1.8360E+001	 1.7650E+001	 1.3290E+001	 9.8500E+000	 1.6590E+001	 1.1800E+001	 5.3900E+000	 2.3800E+000	 2.2230E+001	
 8.8600E+000	 1.1500E+000	 1.0300E+000	 2.8500E+000	 5.5800E+000	 1.1990E+001	 8.6300E+000	 1.3960E+001	 1.1180E+001	 2.3230E+001	 2.1470E+001	 1.9380E+001	 1.0830E+001	 1.9910E+001	 4.9240E+001	 1.1200E+001	 1.7100E+001	 9.3800E+000	 7.8900E+000	 8.6000E+000	 1.5600E+001	 1.3270E+001	 7.5500E+000	 1.0450E+001	 1.1440E+001	 4.8200E+000	 1.4300E+000	 1.1590E+001	
 8.5200E+000	 1.2200E+000	 6.0000E-001	 8.4100E+000	 8.8500E+000	 7.4400E+000	 1.7780E+001	 1.5330E+001	 2.5470E+001	 2.3120E+001	 2.9690E+001	 2.8430E+001	 1.9350E+001	 2.8030E+001	 5.3790E+001	 2.6230E+001	 2.1330E+001	 2.4940E+001	 2.5470E+001	 2.1270E+001	 1.3290E+001	 1.0200E+001	 1.2610E+001	 1.1730E+001	 2.4200E+001	 8.4500E+000	 2.4000E+000	 1.2850E+001	


 0.0000E+000	 0.0000E+000	 0.0000E+000	 0.0000E+000	 1.8000E+000	 0.0000E+000	 6.3000E-001	 3.6000E-001	 2.7000E-001	 3.0600E+000	 3.2700E+000	 8.0000E+000	 7.0600E+000	 1.8140E+001	 1.3373E+002	 6.4470E+001	 6.0310E+001	 5.7710E+001	 7.9660E+001	 5.3740E+001	 1.0920E+001	 3.3000E+000	 7.0000E-002	 0.0000E+000	 0.0000E+000	 0.0000E+000	 0.0000E+000	 0.0000E+000	
 0.0000E+000	 0.0000E+000	 0.0000E+000	 1.1700E+000	 1.8000E-001	 1.5300E+000	 4.8000E-001	 1.6800E+000	 4.3200E+000	 3.2700E+000	 8.1400E+000	 9.7500E+000	 1.1340E+001	 2.8180E+001	 1.1522E+002	 7.0260E+001	 5.0630E+001	 6.1040E+001	 6.8550E+001	 3.3070E+001	 1.7690E+001	 2.9300E+000	 2.0000E-001	 3.6000E-001	 3.1000E-001	 4.0000E-002	 0.0000E+000	 0.0000E+000	
 0.0000E+000	 0.0000E+000	 7.2000E-001	 8.1000E-001	 0.0000E+000	 0.0000E+000	 4.1900E+000	 2.7200E+000	 3.5100E+000	 3.4800E+000	 1.2040E+001	 1.1910E+001	 1.0260E+001	 2.2250E+001	 8.5130E+001	 6.0340E+001	 4.8020E+001	 4.7760E+001	 5.5390E+001	 3.0500E+001	 1.4570E+001	 5.2700E+000	 1.3600E+000	 4.7000E-001	 3.7600E+000	 2.4000E-001	 2.3000E-001	 1.9900E+000	
 3.4200E+000	 0.0000E+000	 2.7900E+000	 9.9000E-001	 0.0000E+000	 6.4500E+000	 4.0700E+000	 1.2700E+000	 5.0100E+000	 3.3600E+000	 8.3400E+000	 2.1070E+001	 2.1260E+001	 2.1540E+001	 6.6050E+001	 3.5700E+001	 3.3200E+001	 3.4620E+001	 2.8400E+001	 2.6310E+001	 1.0780E+001	 3.9000E+000	 2.0700E+000	 6.8000E-001	 4.5700E+000	 2.2900E+000	 7.9000E-001	 4.9400E+000	
 8.8200E+000	 0.0000E+000	 0.0000E+000	 1.4400E+000	 9.0000E-002	 5.6800E+000	 4.1300E+000	 5.0600E+000	 3.3800E+000	 2.2900E+000	 4.3400E+000	 7.5600E+000	 1.7060E+001	 1.5020E+001	 5.8160E+001	 2.8860E+001	 2.4500E+001	 2.2450E+001	 1.9280E+001	 1.5470E+001	 1.2140E+001	 1.0080E+001	 2.8300E+000	 3.3700E+000	 1.4700E+000	 2.5300E+000	 8.7000E-001	 4.0300E+000	
 1.1010E+001	 0.0000E+000	 0.0000E+000	 8.1000E-001	 7.2000E-001	 2.8900E+000	 8.9200E+000	 4.6700E+000	 7.8900E+000	 3.1500E+000	 4.7300E+000	 1.1920E+001	 1.9270E+001	 1.6370E+001	 5.3440E+001	 2.7620E+001	 2.8660E+001	 1.6580E+001	 1.4360E+001	 1.6080E+001	 8.1100E+000	 6.9000E+000	 2.7600E+000	 1.7500E+000	 2.0200E+000	 2.3900E+000	 4.2600E+000	 4.1600E+000	
 1.8180E+001	 4.5000E-001	 1.2600E+000	 1.4400E+000	 1.8000E-001	 1.3100E+000	 9.9000E-001	 1.8000E+000	 2.8400E+000	 5.9200E+000	 2.8400E+000	 8.3700E+000	 1.2820E+001	 1.4390E+001	 2.9810E+001	 2.3350E+001	 2.0260E+001	 1.7750E+001	 1.2540E+001	 7.8500E+000	 8.1800E+000	 6.9000E+000	 3.4900E+000	 2.4200E+000	 4.4400E+000	 3.0200E+000	 3.5700E+000	 5.7300E+000	
 1.8340E+001	 7.2000E-001	 6.3000E-001	 5.4900E+000	 5.4100E+000	 1.9900E+000	 2.0000E-001	 7.1000E-001	 1.2400E+000	 2.0900E+000	 4.5600E+000	 4.5400E+000	 8.7900E+000	 8.9800E+000	 3.9680E+001	 1.7270E+001	 1.6070E+001	 1.0600E+001	 1.4290E+001	 9.4600E+000	 1.1420E+001	 8.7900E+000	 4.2800E+000	 2.8700E+000	 4.6000E+000	 4.9200E+000	 3.4300E+000	 8.4300E+000	
 1.4160E+001	 2.4300E+000	 2.0700E+000	 5.1300E+000	 1.8500E+000	 1.0700E+000	 8.9000E-001	 8.7000E-001	 1.1100E+000	 1.7400E+000	 3.2800E+000	 6.0400E+000	 8.6000E+000	 1.2860E+001	 3.4970E+001	 9.6000E+000	 1.2310E+001	 1.4440E+001	 1.2180E+001	 8.2000E+000	 9.8800E+000	 7.0800E+000	 3.6900E+000	 2.2500E+000	 3.9600E+000	 5.3600E+000	 2.9300E+000	 1.5410E+001	
 2.2310E+001	 1.6200E+000	 7.7400E+000	 4.8500E+000	 3.8600E+000	 1.6600E+000	 3.5000E+000	 1.5500E+000	 1.4200E+000	 5.6300E+000	 2.7400E+000	 3.6300E+000	 1.0130E+001	 1.6400E+001	 2.2290E+001	 5.8400E+000	 8.0600E+000	 1.1500E+001	 1.2400E+001	 5.9100E+000	 4.5500E+000	 5.3500E+000	 3.2600E+000	 1.5400E+000	 2.5400E+000	 4.3800E+000	 4.2600E+000	 1.1600E+001	
 1.4790E+001	 3.6000E-001	 6.9300E+000	 4.5000E-001	 1.4200E+000	 2.3000E-001	 8.2000E-001	 1.2500E+000	 2.5200E+000	 2.8400E+000	 4.4200E+000	 4.6400E+000	 7.8300E+000	 1.5240E+001	 2.1050E+001	 1.2290E+001	 5.9100E+000	 8.3100E+000	 5.0700E+000	 4.8700E+000	 3.8900E+000	 3.1700E+000	 1.6800E+000	 1.9800E+000	 7.4000E-001	 1.2400E+000	 1.6800E+000	 1.0770E+001	
 3.2200E+000	 2.9700E+000	 4.0500E+000	 3.8000E-001	 2.6100E+000	 0.0000E+000	 1.0800E+000	 1.5500E+000	 1.0800E+000	 2.2700E+000	 8.1800E+000	 1.8600E+000	 5.6100E+000	 6.8400E+000	 1.5710E+001	 7.2700E+000	 6.1300E+000	 8.5500E+000	 3.8500E+000	 3.8900E+000	 2.5400E+000	 3.1600E+000	 3.4200E+000	 3.7000E+000	 1.6800E+000	 1.2500E+000	 3.0100E+000	 1.0330E+001	
 6.8000E+000	 1.4600E+000	 8.0000E-002	 1.0900E+000	 1.2600E+000	 2.8800E+000	 8.6500E+000	 3.5700E+000	 2.8000E-001	 5.6000E-001	 1.7000E+000	 2.6700E+000	 2.5300E+000	 3.9500E+000	 1.0370E+001	 1.3500E+000	 2.9400E+000	 3.2800E+000	 3.7500E+000	 4.1200E+000	 2.7700E+000	 3.1100E+000	 1.7000E+000	 3.5600E+000	 2.4100E+000	 1.5500E+000	 3.8000E+000	 7.8200E+000	
 1.0710E+001	 7.6500E+000	 0.0000E+000	 0.0000E+000	 0.0000E+000	 0.0000E+000	 2.4300E+000	 4.2500E+000	 2.2000E+000	 1.4100E+000	 7.7000E-001	 1.5800E+000	 1.7000E+000	 1.8500E+000	 9.0300E+000	 3.1100E+000	 1.9800E+000	 2.7100E+000	 4.7200E+000	 4.5700E+000	 8.0300E+000	 4.3600E+000	 4.2500E+000	 6.5400E+000	 3.6500E+000	 1.9800E+000	 1.6200E+000	 7.0800E+000	


 0.0000E+000	 8.1000E-001	 3.6900E+000	 1.5300E+000	 3.6000E-001	 0.0000E+000	 0.0000E+000	 0.0000E+000	 4.5000E-001	 5.0500E+000	 2.3200E+000	 9.2900E+000	 1.0750E+001	 1.7470E+001	 9.8470E+001	 3.8350E+001	 3.0130E+001	 2.4940E+001	 2.5060E+001	 2.9290E+001	 4.3130E+001	 3.7350E+001	 1.4460E+001	 7.8700E+000	 5.0000E-001	 5.1000E-001	 2.5000E-001	 3.8000E-001	
 0.0000E+000	 0.0000E+000	 0.0000E+000	 2.2500E+000	 3.8700E+000	 1.7100E+000	 0.0000E+000	 1.8000E-001	 1.2400E+000	 3.8700E+000	 6.8300E+000	 7.1000E+000	 9.5100E+000	 1.9590E+001	 9.0240E+001	 4.0790E+001	 3.7680E+001	 2.8320E+001	 2.0070E+001	 2.5510E+001	 2.8850E+001	 2.5930E+001	 2.2960E+001	 1.6570E+001	 5.6100E+000	 7.6000E-001	 2.7000E-001	 3.9000E-001	
 0.0000E+000	 0.0000E+000	 1.8000E-001	 1.9800E+000	 1.5300E+000	 6.3000E-001	 0.0000E+000	 1.7400E+000	 2.4100E+000	 2.4300E+000	 5.7400E+000	 5.8700E+000	 8.2200E+000	 2.1540E+001	 6.0910E+001	 6.1740E+001	 4.4150E+001	 2.9540E+001	 1.9880E+001	 2.1400E+001	 1.7500E+001	 1.9260E+001	 1.6560E+001	 1.7790E+001	 3.9700E+000	 5.5000E-001	 5.7000E-001	 1.9000E-001	
 0.0000E+000	 0.0000E+000	 3.6000E-001	 1.6200E+000	 7.2000E-001	 3.6000E-001	 1.8100E+000	 2.8100E+000	 1.1200E+000	 2.5300E+000	 5.3600E+000	 6.5800E+000	 1.1140E+001	 1.5890E+001	 4.1640E+001	 3.3200E+001	 3.8120E+001	 2.9920E+001	 2.5010E+001	 1.4290E+001	 1.9420E+001	 1.9590E+001	 1.5090E+001	 1.5030E+001	 3.4300E+000	 7.6000E-001	 2.7000E-001	 1.0800E+000	
 0.0000E+000	 0.0000E+000	 0.0000E+000	 9.0000E-001	 6.3000E-001	 0.0000E+000	 1.3500E+000	 2.5600E+000	 1.9100E+000	 1.5900E+000	 3.0300E+000	 6.4900E+000	 6.9900E+000	 1.1870E+001	 3.3850E+001	 2.8850E+001	 2.5950E+001	 2.6980E+001	 2.0920E+001	 2.2690E+001	 1.5420E+001	 1.0390E+001	 1.2210E+001	 1.1120E+001	 3.9400E+000	 4.7000E-001	 4.7000E-001	 3.3600E+000	
 0.0000E+000	 0.0000E+000	 0.0000E+000	 2.5200E+000	 1.8000E-001	 0.0000E+000	 2.0700E+000	 2.5700E+000	 2.2300E+000	 1.5800E+000	 4.0000E+000	 5.4700E+000	 1.0160E+001	 5.0600E+000	 2.2310E+001	 2.1390E+001	 1.6430E+001	 2.0870E+001	 1.7570E+001	 1.5210E+001	 7.3100E+000	 8.4900E+000	 7.6100E+000	 9.5200E+000	 2.1000E+000	 1.0700E+000	 2.0500E+000	 3.8800E+000	
 0.0000E+000	 0.0000E+000	 1.8900E+000	 2.1600E+000	 9.0000E-001	 9.0000E-001	 4.5000E+000	 7.6000E-001	 9.7000E-001	 1.8100E+000	 8.7000E-001	 2.8600E+000	 2.6800E+000	 8.2200E+000	 1.7070E+001	 1.1700E+001	 1.2280E+001	 1.3780E+001	 1.0570E+001	 4.7000E+000	 5.4300E+000	 5.0000E+000	 1.6000E+000	 1.8200E+000	 8.2000E-001	 1.2800E+000	 1.1500E+000	 3.7600E+000	
 0.0000E+000	 0.0000E+000	 4.1400E+000	 1.8900E+000	 1.1700E+000	 1.6200E+000	 0.0000E+000	 2.3000E-001	 4.7000E-001	 1.0900E+000	 7.7000E-001	 1.4900E+000	 1.8100E+000	 2.1700E+000	 1.3090E+001	 6.9700E+000	 8.2100E+000	 1.3740E+001	 9.4700E+000	 5.1200E+000	 3.9900E+000	 3.8500E+000	 1.1200E+000	 1.1100E+000	 1.1400E+000	 6.1000E-001	 5.2000E-001	 8.8000E-001	
 0.0000E+000	 1.8000E-001	 1.5300E+000	 3.3000E+000	 3.9000E-001	 4.0000E-002	 1.9000E-001	 3.1000E-001	 3.0000E-001	 6.2000E-001	 9.1000E-001	 9.5000E-001	 1.6500E+000	 4.8700E+000	 1.1700E+001	 4.5200E+000	 1.1970E+001	 6.5500E+000	 8.1700E+000	 1.3260E+001	 6.3000E+000	 1.6400E+000	 9.9000E-001	 9.8000E-001	 8.7000E-001	 4.7000E-001	 5.0000E-002	 6.2000E-001	
 0.0000E+000	 6.3000E-001	 2.0700E+000	 1.5000E-001	 1.6900E+000	 2.3000E-001	 5.3000E-001	 9.0000E-001	 5.2000E-001	 3.3000E-001	 1.8000E-001	 7.1000E-001	 2.5900E+000	 5.6600E+000	 6.6700E+000	 3.8100E+000	 3.6100E+000	 8.7100E+000	 1.1460E+001	 5.1600E+000	 5.9600E+000	 1.8300E+000	 1.0000E+000	 2.2700E+000	 1.3100E+000	 7.4000E-001	 8.0000E-002	 3.1000E-001	
 0.0000E+000	 1.8000E+000	 1.2600E+000	 1.2600E+000	 1.1700E+000	 1.2000E-001	 5.1000E-001	 5.4000E-001	 3.9000E-001	 6.4000E-001	 9.0000E-001	 1.2800E+000	 3.4000E+000	 3.9000E+000	 7.0700E+000	 3.8600E+000	 7.6500E+000	 4.8400E+000	 9.0100E+000	 5.7600E+000	 6.1000E+000	 4.3700E+000	 1.7200E+000	 2.9000E+000	 4.8000E-001	 4.4000E-001	 7.8000E-001	 3.6000E-001	
 0.0000E+000	 1.3500E+000	 0.0000E+000	 0.0000E+000	 0.0000E+000	 1.9000E-001	 2.3000E-001	 3.6000E-001	 2.9000E-001	 8.0000E-002	 1.3200E+000	 3.5600E+000	 6.5900E+000	 2.4900E+000	 6.0300E+000	 1.0570E+001	 2.4500E+000	 2.0700E+000	 2.1100E+000	 6.4200E+000	 8.4000E+000	 6.5800E+000	 2.3700E+000	 3.4900E+000	 7.1000E-001	 3.8000E-001	 5.3000E-001	 2.0000E-001	
 0.0000E+000	 6.3000E-001	 3.4200E+000	 2.6100E+000	 2.2100E+000	 4.9000E-001	 0.0000E+000	 0.0000E+000	 1.7000E-001	 6.7000E-001	 1.5300E+000	 3.2300E+000	 8.3500E+000	 1.8800E+000	 4.5500E+000	 2.5700E+000	 3.4000E-001	 2.3700E+000	 8.1000E-001	 4.3000E+000	 1.0310E+001	 9.6600E+000	 8.5500E+000	 3.6000E+000	 5.0000E-001	 3.8000E-001	 5.0000E-001	 7.2000E-001	
