A_l #Absorption as a function of layer. [-]
 layer_index	Absorption
1	      0.4379

A_z #A[0], [1],..A[nz-1]. [1/cm]

0.000	 9.3075E-001
0.100	 7.8576E-001
0.200	 6.1808E-001
0.300	 4.8084E-001
0.400	 3.7996E-001
0.500	 2.9080E-001
0.600	 2.2997E-001
0.700	 1.7564E-001
0.800	 1.3469E-001
0.900	 1.0562E-001
1.000	 8.2659E-002
1.100	 6.2729E-002
1.200	 4.5951E-002
1.300	 5.5335E-002

# position   A[r][z]. [1/cm3]
# A[0][0], [1][0],..[nr-1][0]
# A[0][1], [1][1],..[nr-1][1]
# ...
# A[0][nz-1], [1][nz-1],..[nr-1][nz-1]
r    z   A_rz

0.000	0.000	 8.7957E+000
0.100	0.000	 2.3817E+000
0.200	0.000	 8.7447E-001
0.300	0.000	 4.1023E-001
0.400	0.000	 2.1802E-001
0.500	0.000	 1.2175E-001
0.600	0.000	 6.9914E-002
0.700	0.000	 4.2456E-002
0.800	0.000	 2.6889E-002
0.900	0.000	 1.6843E-002
1.000	0.000	 1.0823E-002
1.100	0.000	 6.9986E-003
1.200	0.000	 4.6376E-003
1.300	0.000	 3.1964E-003
1.400	0.000	 2.0810E-003
1.500	0.000	 1.3123E-003
1.600	0.000	 1.0181E-003
1.700	0.000	 6.2602E-004
1.800	0.000	 4.2908E-004
1.900	0.000	 3.3474E-004
2.000	0.000	 1.0192E-003
0.000	0.100	 3.5779E+000
0.100	0.100	 1.9480E+000
0.200	0.100	 8.9345E-001
0.300	0.100	 4.5614E-001
0.400	0.100	 2.5214E-001
0.500	0.100	 1.4635E-001
0.600	0.100	 8.8774E-002
0.700	0.100	 5.3576E-002
0.800	0.100	 3.3518E-002
0.900	0.100	 2.3336E-002
1.000	0.100	 1.4168E-002
1.100	0.100	 9.3933E-003
1.200	0.100	 6.1709E-003
1.300	0.100	 3.9549E-003
1.400	0.100	 2.6638E-003
1.500	0.100	 1.8586E-003
1.600	0.100	 1.3659E-003
1.700	0.100	 9.6154E-004
1.800	0.100	 6.2077E-004
1.900	0.100	 3.9996E-004
2.000	0.100	 1.2801E-003
0.000	0.200	 1.5999E+000
0.100	0.200	 1.1386E+000
0.200	0.200	 6.9059E-001
0.300	0.200	 4.0643E-001
0.400	0.200	 2.3887E-001
0.500	0.200	 1.5243E-001
0.600	0.200	 9.2917E-002
0.700	0.200	 5.9169E-002
0.800	0.200	 3.9078E-002
0.900	0.200	 2.5459E-002
1.000	0.200	 1.7071E-002
1.100	0.200	 1.0460E-002
1.200	0.200	 7.0381E-003
1.300	0.200	 4.9208E-003
1.400	0.200	 3.3053E-003
1.500	0.200	 2.4168E-003
1.600	0.200	 1.7272E-003
1.700	0.200	 1.1789E-003
1.800	0.200	 7.6369E-004
1.900	0.200	 5.1030E-004
2.000	0.200	 1.5906E-003
0.000	0.300	 8.1189E-001
0.100	0.300	 6.4323E-001
0.200	0.300	 4.7079E-001
0.300	0.300	 3.1559E-001
0.400	0.300	 2.1246E-001
0.500	0.300	 1.4246E-001
0.600	0.300	 8.6444E-002
0.700	0.300	 5.9282E-002
0.800	0.300	 3.8454E-002
0.900	0.300	 2.6433E-002
1.000	0.300	 1.6842E-002
1.100	0.300	 1.1417E-002
1.200	0.300	 7.3060E-003
1.300	0.300	 5.0801E-003
1.400	0.300	 3.7319E-003
1.500	0.300	 2.5349E-003
1.600	0.300	 1.8040E-003
1.700	0.300	 1.2824E-003
1.800	0.300	 9.2092E-004
1.900	0.300	 5.6474E-004
2.000	0.300	 1.6924E-003
0.000	0.400	 4.7246E-001
0.100	0.400	 4.1190E-001
0.200	0.400	 3.2311E-001
0.300	0.400	 2.3747E-001
0.400	0.400	 1.6937E-001
0.500	0.400	 1.1627E-001
0.600	0.400	 7.6657E-002
0.700	0.400	 5.2633E-002
0.800	0.400	 3.7239E-002
0.900	0.400	 2.5046E-002
1.000	0.400	 1.7036E-002
1.100	0.400	 1.1517E-002
1.200	0.400	 7.5114E-003
1.300	0.400	 5.5032E-003
1.400	0.400	 4.0591E-003
1.500	0.400	 2.9671E-003
1.600	0.400	 1.8275E-003
1.700	0.400	 1.3931E-003
1.800	0.400	 9.9162E-004
1.900	0.400	 5.6976E-004
2.000	0.400	 1.7914E-003
0.000	0.500	 2.8138E-001
0.100	0.500	 2.5675E-001
0.200	0.500	 2.1399E-001
0.300	0.500	 1.6769E-001
0.400	0.500	 1.2453E-001
0.500	0.500	 9.1624E-002
0.600	0.500	 6.3447E-002
0.700	0.500	 4.5210E-002
0.800	0.500	 3.1113E-002
0.900	0.500	 2.1117E-002
1.000	0.500	 1.6505E-002
1.100	0.500	 1.1070E-002
1.200	0.500	 7.7691E-003
1.300	0.500	 5.3606E-003
1.400	0.500	 4.1519E-003
1.500	0.500	 2.7539E-003
1.600	0.500	 1.9282E-003
1.700	0.500	 1.4155E-003
1.800	0.500	 9.3363E-004
1.900	0.500	 6.4866E-004
2.000	0.500	 1.9572E-003
0.000	0.600	 1.7598E-001
0.100	0.600	 1.7048E-001
0.200	0.600	 1.4116E-001
0.300	0.600	 1.1705E-001
0.400	0.600	 9.6594E-002
0.500	0.600	 7.2375E-002
0.600	0.600	 5.5207E-002
0.700	0.600	 3.6528E-002
0.800	0.600	 2.8719E-002
0.900	0.600	 1.9615E-002
1.000	0.600	 1.4097E-002
1.100	0.600	 1.0308E-002
1.200	0.600	 7.6312E-003
1.300	0.600	 5.4185E-003
1.400	0.600	 3.8055E-003
1.500	0.600	 2.6779E-003
1.600	0.600	 1.8861E-003
1.700	0.600	 1.3061E-003
1.800	0.600	 1.0005E-003
1.900	0.600	 6.4892E-004
2.000	0.600	 1.9974E-003
0.000	0.700	 1.2256E-001
0.100	0.700	 1.0966E-001
0.200	0.700	 9.7282E-002
0.300	0.700	 8.4367E-002
0.400	0.700	 6.7559E-002
0.500	0.700	 5.3279E-002
0.600	0.700	 4.1051E-002
0.700	0.700	 2.9986E-002
0.800	0.700	 2.2154E-002
0.900	0.700	 1.6403E-002
1.000	0.700	 1.2674E-002
1.100	0.700	 9.0931E-003
1.200	0.700	 6.8723E-003
1.300	0.700	 4.8827E-003
1.400	0.700	 3.5075E-003
1.500	0.700	 2.2086E-003
1.600	0.700	 1.6521E-003
1.700	0.700	 1.2711E-003
1.800	0.700	 8.9108E-004
1.900	0.700	 7.1152E-004
2.000	0.700	 2.1341E-003
0.000	0.800	 8.3092E-002
0.100	0.800	 7.3762E-002
0.200	0.800	 6.4177E-002
0.300	0.800	 5.5850E-002
0.400	0.800	 4.7143E-002
0.500	0.800	 4.0202E-002
0.600	0.800	 3.1524E-002
0.700	0.800	 2.4403E-002
0.800	0.800	 1.8952E-002
0.900	0.800	 1.4236E-002
1.000	0.800	 1.0323E-002
1.100	0.800	 7.7076E-003
1.200	0.800	 5.7642E-003
1.300	0.800	 4.0176E-003
1.400	0.800	 3.2072E-003
1.500	0.800	 2.2963E-003
1.600	0.800	 1.5568E-003
1.700	0.800	 1.1976E-003
1.800	0.800	 8.7482E-004
1.900	0.800	 6.1489E-004
2.000	0.800	 1.8469E-003
0.000	0.900	 5.1938E-002
0.100	0.900	 5.3009E-002
0.200	0.900	 4.4605E-002
0.300	0.900	 4.2026E-002
0.400	0.900	 3.7930E-002
0.500	0.900	 2.9351E-002
0.600	0.900	 2.5297E-002
0.700	0.900	 1.9963E-002
0.800	0.900	 1.4614E-002
0.900	0.900	 1.1405E-002
1.000	0.900	 8.4892E-003
1.100	0.900	 6.3375E-003
1.200	0.900	 4.8727E-003
1.300	0.900	 3.6387E-003
1.400	0.900	 2.5764E-003
1.500	0.900	 1.9203E-003
1.600	0.900	 1.2969E-003
1.700	0.900	 1.0739E-003
1.800	0.900	 8.1173E-004
1.900	0.900	 5.1989E-004
2.000	0.900	 1.6342E-003
0.000	1.000	 4.0556E-002
0.100	1.000	 3.8102E-002
0.200	1.000	 3.4559E-002
