 2.2034E+002	 7.7180E+001	 1.1849E+002	 1.5161E+002	 2.2875E+002	 3.4577E+002	 5.7579E+002	 1.0414E+003	 2.1736E+003	 1.8023E+004	 6.7313E+003	 5.9842E+003	 6.5157E+003	 9.4335E+003	 5.8728E+003	 1.5891E+003	 6.3783E+002	 7.3620E+002	
 3.9186E+002	 1.3519E+002	 1.8601E+002	 2.6850E+002	 3.8281E+002	 5.7889E+002	 9.3770E+002	 1.5729E+003	 2.9562E+003	 1.4071E+004	 7.4413E+003	 6.8197E+003	 6.6873E+003	 6.1749E+003	 4.0298E+003	 1.9322E+003	 9.3140E+002	 1.2447E+003	
 6.4442E+002	 1.9968E+002	 2.7576E+002	 3.8806E+002	 5.4498E+002	 7.7494E+002	 1.1731E+003	 1.8364E+003	 2.8813E+003	 9.9534E+003	 5.7921E+003	 5.5559E+003	 5.0647E+003	 4.2297E+003	 2.9883E+003	 1.8203E+003	 1.0084E+003	 1.6696E+003	
 8.5601E+002	 2.5610E+002	 3.6026E+002	 4.7957E+002	 6.4825E+002	 9.1229E+002	 1.2621E+003	 1.7994E+003	 2.5245E+003	 7.2802E+003	 4.2137E+003	 4.0922E+003	 3.6839E+003	 3.0774E+003	 2.2861E+003	 1.5313E+003	 9.8911E+002	 2.0109E+003	
 1.0591E+003	 3.0661E+002	 3.9539E+002	 5.1302E+002	 7.0043E+002	 9.3069E+002	 1.2549E+003	 1.6344E+003	 2.0888E+003	 5.4141E+003	 3.0822E+003	 2.9986E+003	 2.6958E+003	 2.2798E+003	 1.7714E+003	 1.3164E+003	 9.4290E+002	 2.2243E+003	
 1.1983E+003	 3.5003E+002	 4.3769E+002	 5.6687E+002	 7.0260E+002	 9.1969E+002	 1.1534E+003	 1.4509E+003	 1.7594E+003	 4.1933E+003	 2.2568E+003	 2.1794E+003	 1.9812E+003	 1.7065E+003	 1.4102E+003	 1.1068E+003	 8.1451E+002	 2.2733E+003	
 1.2941E+003	 3.4871E+002	 4.3649E+002	 5.4317E+002	 6.4798E+002	 8.2337E+002	 1.0012E+003	 1.2307E+003	 1.4100E+003	 3.2654E+003	 1.6768E+003	 1.6229E+003	 1.4664E+003	 1.3192E+003	 1.0948E+003	 9.0047E+002	 6.9841E+002	 2.1641E+003	
 1.2635E+003	 3.2518E+002	 4.0676E+002	 4.9422E+002	 6.0075E+002	 7.2291E+002	 8.6893E+002	 1.0017E+003	 1.1576E+003	 2.5132E+003	 1.2713E+003	 1.2293E+003	 1.1520E+003	 1.0033E+003	 8.7493E+002	 7.0904E+002	 5.6613E+002	 1.9432E+003	
 2.1725E+003	 5.2165E+002	 6.3620E+002	 7.5399E+002	 8.9217E+002	 1.0540E+003	 1.2502E+003	 1.4109E+003	 1.4903E+003	 3.2215E+003	 1.6141E+003	 1.5536E+003	 1.4486E+003	 1.3005E+003	 1.1214E+003	 9.2399E+002	 7.6569E+002	 2.9214E+003	


 2.8230E+001	 8.8800E+000	 1.3400E+001	 2.2570E+001	 3.6750E+001	 5.7940E+001	 1.0886E+002	 1.8192E+002	 3.8006E+002	 2.7430E+003	 8.7051E+002	 6.8395E+002	 5.6942E+002	 5.1771E+002	 5.2316E+002	 5.5322E+002	 6.2241E+002	 3.7143E+003	
 5.3430E+001	 1.5230E+001	 2.2910E+001	 3.8600E+001	 5.9770E+001	 9.9730E+001	 1.7280E+002	 2.7602E+002	 5.3254E+002	 2.3431E+003	 1.1296E+003	 9.4659E+002	 8.4548E+002	 7.6873E+002	 7.5327E+002	 7.9701E+002	 8.4994E+002	 3.5349E+003	
 8.8130E+001	 2.6730E+001	 4.2370E+001	 6.5580E+001	 8.0500E+001	 1.3462E+002	 2.1163E+002	 3.3728E+002	 5.4670E+002	 1.8756E+003	 1.0725E+003	 1.0142E+003	 9.4369E+002	 9.1767E+002	 8.7844E+002	 8.7024E+002	 8.6663E+002	 3.1285E+003	
 1.1009E+002	 3.6680E+001	 5.2830E+001	 7.5530E+001	 1.0588E+002	 1.5871E+002	 2.2589E+002	 3.4225E+002	 4.9306E+002	 1.4712E+003	 8.9257E+002	 8.9892E+002	 8.8934E+002	 8.9211E+002	 8.4483E+002	 8.1753E+002	 7.6503E+002	 2.5609E+003	
 1.4583E+002	 4.7340E+001	 5.8580E+001	 8.2620E+001	 1.2306E+002	 1.5506E+002	 2.2889E+002	 3.2385E+002	 4.1553E+002	 1.1511E+003	 7.2361E+002	 7.5143E+002	 7.6568E+002	 7.5492E+002	 7.2847E+002	 6.8761E+002	 6.3485E+002	 2.1126E+003	
 1.8226E+002	 4.8900E+001	 6.4450E+001	 8.6710E+001	 1.1587E+002	 1.5130E+002	 2.1141E+002	 2.6915E+002	 3.2309E+002	 8.7862E+002	 5.4476E+002	 5.9138E+002	 5.9092E+002	 5.8138E+002	 5.7538E+002	 5.3437E+002	 4.8886E+002	 1.6522E+003	
 1.8545E+002	 4.8010E+001	 6.5460E+001	 8.5090E+001	 1.0573E+002	 1.3722E+002	 1.7587E+002	 2.2793E+002	 2.6831E+002	 6.8921E+002	 3.9749E+002	 4.2530E+002	 4.3558E+002	 4.3159E+002	 4.2961E+002	 3.9346E+002	 3.4190E+002	 1.2609E+003	
 1.9996E+002	 4.8120E+001	 6.1010E+001	 8.3320E+001	 9.6650E+001	 1.1099E+002	 1.4669E+002	 1.6922E+002	 2.0125E+002	 4.9387E+002	 2.7694E+002	 2.9258E+002	 2.9825E+002	 2.9651E+002	 2.8970E+002	 2.7591E+002	 2.5171E+002	 8.9619E+002	
 3.2886E+002	 8.4450E+001	 9.9270E+001	 1.2064E+002	 1.5582E+002	 1.8326E+002	 2.0129E+002	 2.3338E+002	 2.6048E+002	 5.9237E+002	 3.2676E+002	 3.3552E+002	 3.1166E+002	 3.0844E+002	 2.9703E+002	 2.8411E+002	 2.5630E+002	 9.7113E+002	


 1.0760E+001	 1.8200E+000	 3.6000E+000	 7.5900E+000	 9.8300E+000	 1.6020E+001	 2.6190E+001	 3.9830E+001	 9.3490E+001	 6.3107E+002	 1.8605E+002	 1.4742E+002	 1.2130E+002	 1.0066E+002	 9.6360E+001	 8.1370E+001	 8.6890E+001	 1.3569E+003	
 1.7150E+001	 4.4600E+000	 5.7000E+000	 1.1880E+001	 1.6280E+001	 2.1750E+001	 4.0670E+001	 6.6720E+001	 1.3274E+002	 5.6062E+002	 2.4266E+002	 2.1046E+002	 1.7971E+002	 1.5844E+002	 1.4925E+002	 1.4055E+002	 1.3259E+002	 1.6299E+003	
 2.1680E+001	 9.6200E+000	 1.4180E+001	 1.9360E+001	 2.5240E+001	 3.5050E+001	 5.2590E+001	 8.0040E+001	 1.3550E+002	 4.5145E+002	 2.6208E+002	 2.3810E+002	 2.1709E+002	 2.0076E+002	 1.8923E+002	 1.8507E+002	 1.9072E+002	 1.7736E+003	
