 3.0050E+001	 1.2580E+001	 1.8180E+001	 1.8790E+001	 2.8760E+001	 4.1590E+001	 5.4690E+001	 8.4280E+001	 1.1534E+002	 3.7697E+002	 2.2433E+002	 2.1765E+002	 2.1603E+002	 2.1268E+002	 2.0283E+002	 2.0261E+002	 2.0975E+002	 1.7100E+003	
 3.5340E+001	 1.5830E+001	 1.7770E+001	 2.4340E+001	 2.8670E+001	 4.2000E+001	 5.3400E+001	 7.9950E+001	 1.0313E+002	 3.0528E+002	 1.9877E+002	 2.0243E+002	 1.9813E+002	 1.9718E+002	 1.8810E+002	 1.9530E+002	 1.9392E+002	 1.4662E+003	
 4.3070E+001	 1.1810E+001	 1.5910E+001	 2.2820E+001	 2.7590E+001	 3.5300E+001	 5.3940E+001	 6.9000E+001	 8.9900E+001	 2.3511E+002	 1.5165E+002	 1.5926E+002	 1.6100E+002	 1.6585E+002	 1.6259E+002	 1.6564E+002	 1.6531E+002	 1.1840E+003	
 4.3590E+001	 1.2280E+001	 1.5990E+001	 1.9080E+001	 2.3610E+001	 3.7590E+001	 4.6980E+001	 6.0930E+001	 7.5310E+001	 1.7008E+002	 1.0461E+002	 1.1404E+002	 1.1859E+002	 1.2277E+002	 1.3441E+002	 1.3958E+002	 1.3516E+002	 9.1702E+002	
 3.6050E+001	 9.1400E+000	 1.3670E+001	 1.7520E+001	 2.1530E+001	 2.8950E+001	 3.8250E+001	 4.8090E+001	 5.2580E+001	 1.3014E+002	 7.6150E+001	 7.8390E+001	 8.3400E+001	 8.2360E+001	 8.9040E+001	 9.8290E+001	 1.0124E+002	 6.4092E+002	
 5.2250E+001	 1.2460E+001	 2.1270E+001	 2.5850E+001	 3.1020E+001	 4.0190E+001	 4.9780E+001	 6.0770E+001	 6.9110E+001	 1.5315E+002	 8.9460E+001	 8.5640E+001	 8.7510E+001	 8.7520E+001	 9.3150E+001	 9.5580E+001	 1.0443E+002	 6.2784E+002	


 3.0300E+000	 2.2000E-001	 6.5000E-001	 1.1700E+000	 3.3600E+000	 3.5100E+000	 6.4800E+000	 1.1240E+001	 2.5500E+001	 1.6866E+002	 4.7210E+001	 3.7150E+001	 2.6280E+001	 2.5740E+001	 2.2970E+001	 2.0410E+001	 2.1160E+001	 4.6971E+002	
 4.2000E+000	 1.2200E+000	 1.8000E+000	 3.2100E+000	 4.5600E+000	 6.3800E+000	 1.3440E+001	 1.8700E+001	 3.3710E+001	 1.4772E+002	 7.0780E+001	 5.8030E+001	 4.9280E+001	 4.6990E+001	 4.5270E+001	 3.6400E+001	 3.3830E+001	 5.8668E+002	
 8.5100E+000	 2.8400E+000	 1.9800E+000	 2.9700E+000	 4.8200E+000	 9.7600E+000	 1.4890E+001	 2.2940E+001	 4.1780E+001	 1.2966E+002	 7.1370E+001	 6.3730E+001	 6.0110E+001	 5.4050E+001	 5.5440E+001	 5.3390E+001	 4.5850E+001	 6.4053E+002	
 1.3540E+001	 2.1900E+000	 1.6500E+000	 4.3300E+000	 5.1300E+000	 1.1080E+001	 1.8900E+001	 2.3460E+001	 3.3610E+001	 1.0075E+002	 5.9930E+001	 6.4230E+001	 6.6150E+001	 6.1720E+001	 6.1840E+001	 5.5850E+001	 5.3090E+001	 6.6980E+002	
 1.6070E+001	 3.8300E+000	 2.4100E+000	 6.5400E+000	 6.1800E+000	 1.1470E+001	 1.5220E+001	 1.9990E+001	 2.6450E+001	 8.7010E+001	 4.9810E+001	 5.7140E+001	 5.5540E+001	 5.6040E+001	 6.3410E+001	 5.7260E+001	 5.5850E+001	 6.1255E+002	
 1.7530E+001	 3.1400E+000	 4.2100E+000	 5.6800E+000	 5.5800E+000	 1.0630E+001	 1.2400E+001	 1.8870E+001	 2.4440E+001	 6.8310E+001	 4.0600E+001	 4.9260E+001	 5.1680E+001	 5.1170E+001	 5.4950E+001	 5.6640E+001	 4.7480E+001	 5.3015E+002	
 1.6960E+001	 2.6300E+000	 3.4100E+000	 4.4300E+000	 6.3200E+000	 9.9300E+000	 9.5700E+000	 1.4850E+001	 1.7650E+001	 4.5790E+001	 2.9710E+001	 3.3460E+001	 3.6570E+001	 4.1840E+001	 4.5100E+001	 4.7390E+001	 4.1100E+001	 4.2147E+002	
 1.5130E+001	 2.1900E+000	 2.2600E+000	 3.6600E+000	 4.9800E+000	 8.5200E+000	 5.6700E+000	 1.3310E+001	 1.4140E+001	 3.7580E+001	 2.3120E+001	 2.4330E+001	 2.4930E+001	 2.3950E+001	 3.2820E+001	 3.2950E+001	 2.8380E+001	 2.9197E+002	
 2.2330E+001	 4.2500E+000	 4.9500E+000	 5.9800E+000	 7.7000E+000	 1.3070E+001	 8.7900E+000	 1.0330E+001	 1.5430E+001	 4.4660E+001	 2.0380E+001	 2.3960E+001	 2.5670E+001	 2.9340E+001	 3.5730E+001	 3.6550E+001	 2.8850E+001	 2.8081E+002	


 3.7000E-001	 3.0000E-002	 0.0000E+000	 1.6000E-001	 2.1000E-001	 3.9000E-001	 1.5800E+000	 3.7900E+000	 6.3800E+000	 4.1700E+001	 1.1910E+001	 7.4700E+000	 5.8200E+000	 5.6600E+000	 3.8800E+000	 3.8700E+000	 5.0700E+000	 1.3836E+002	
 1.5000E-001	 8.3000E-001	 4.1000E-001	 7.0000E-001	 5.3000E-001	 1.4600E+000	 3.4200E+000	 4.9000E+000	 9.5700E+000	 3.6220E+001	 1.4970E+001	 1.2040E+001	 8.7100E+000	 8.5400E+000	 8.2700E+000	 1.0350E+001	 1.0380E+001	 1.7249E+002	
 1.2100E+000	 6.3000E-001	 4.0000E-001	 1.1900E+000	 7.8000E-001	 3.0500E+000	 5.1600E+000	 6.7400E+000	 8.2500E+000	 2.7660E+001	 1.2130E+001	 1.2860E+001	 1.2980E+001	 1.0930E+001	 1.0270E+001	 1.2630E+001	 1.3280E+001	 2.1748E+002	
 4.6000E-001	 2.9000E-001	 8.7000E-001	 1.2500E+000	 1.6300E+000	 3.6300E+000	 5.7900E+000	 7.1700E+000	 7.1800E+000	 1.8510E+001	 1.0860E+001	 1.2480E+001	 1.2430E+001	 1.3220E+001	 1.3950E+001	 1.4090E+001	 1.5750E+001	 2.4053E+002	
 1.1900E+000	 6.2000E-001	 1.4200E+000	 2.3700E+000	 2.9200E+000	 3.0700E+000	 3.9700E+000	 6.6200E+000	 7.0400E+000	 1.8900E+001	 1.1450E+001	 1.3200E+001	 1.1660E+001	 1.2850E+001	 1.6240E+001	 1.3840E+001	 1.5240E+001	 2.3446E+002	
 2.5300E+000	 1.3200E+000	 2.1900E+000	 2.2400E+000	 2.8600E+000	 3.1500E+000	 4.9500E+000	 6.3400E+000	 8.0300E+000	 1.7240E+001	 1.0900E+001	 1.1890E+001	 1.2230E+001	 1.3110E+001	 1.2570E+001	 1.2870E+001	 1.2370E+001	 2.2930E+002	
 3.7800E+000	 9.6000E-001	 8.9000E-001	 1.9000E+000	 2.7800E+000	 2.3100E+000	 4.3500E+000	 4.0300E+000	 5.3500E+000	 1.5680E+001	 7.8300E+000	 9.8300E+000	 1.0040E+001	 1.3620E+001	 1.4100E+001	 1.0290E+001	 1.1560E+001	 1.8226E+002	
 2.0200E+000	 5.3000E-001	 1.1300E+000	 1.3200E+000	 2.5700E+000	 3.6200E+000	 3.6700E+000	 4.3000E+000	 3.8500E+000	 1.1660E+001	 6.9300E+000	 7.5200E+000	 8.3700E+000	 1.0630E+001	 9.6500E+000	 8.6300E+000	 1.0460E+001	 1.2545E+002	
 2.6200E+000	 2.6000E-001	 4.8000E-001	 1.3200E+000	 2.8600E+000	 4.7200E+000	 3.4200E+000	 4.2000E+000	 4.1800E+000	 9.0100E+000	 6.8000E+000	 8.6900E+000	 9.4200E+000	 1.0320E+001	 9.4500E+000	 1.1530E+001	 1.1600E+001	 1.4145E+002	


 8.8000E-001	 9.0000E-002	 1.3000E-001	 7.0000E-001	 1.2400E+000	 8.0000E-001	 3.1000E-001	 7.4000E-001	 3.3400E+000	 1.7050E+001	 4.2300E+000	 2.8100E+000	 1.6700E+000	 3.0500E+000	 1.7000E+000	 1.8900E+000	 5.8000E-001	 4.1340E+001	
 1.1300E+000	 2.1000E-001	 5.0000E-001	 1.1000E+000	 2.1300E+000	 1.8000E+000	 1.6800E+000	 2.3300E+000	 3.0200E+000	 1.3640E+001	 5.4800E+000	 6.3400E+000	 4.5900E+000	 3.5600E+000	 3.5200E+000	 4.1500E+000	 3.0300E+000	 6.1540E+001	
 1.4600E+000	 1.6000E-001	 4.8000E-001	 8.4000E-001	 1.9300E+000	 1.9100E+000	 2.3500E+000	 3.7600E+000	 4.3700E+000	 1.0240E+001	 7.7400E+000	 5.2200E+000	 4.0500E+000	 5.3900E+000	 5.4100E+000	 5.3600E+000	 4.0600E+000	 8.2860E+001	
 2.9800E+000	 4.0000E-002	 1.4000E-001	 2.4600E+000	 3.0200E+000	 2.6500E+000	 2.9700E+000	 2.7300E+000	 4.7600E+000	 9.1500E+000	 6.4700E+000	 5.3100E+000	 4.5400E+000	 5.6600E+000	 3.8600E+000	 4.1000E+000	 3.6300E+000	 1.0088E+002	
 2.7900E+000	 5.9000E-001	 1.6600E+000	 2.2700E+000	 2.8200E+000	 2.5900E+000	 3.4400E+000	 4.8200E+000	 3.6700E+000	 7.0000E+000	 5.8300E+000	 3.4300E+000	 5.1100E+000	 5.1900E+000	 4.5000E+000	 4.6000E+000	 5.6200E+000	 1.0742E+002	
 3.7300E+000	 1.8200E+000	 2.0600E+000	 1.6100E+000	 1.4000E+000	 1.4100E+000	 2.2200E+000	 3.3000E+000	 3.3900E+000	 5.7300E+000	 3.4600E+000	 4.8200E+000	 4.3100E+000	 3.8900E+000	 5.7500E+000	 5.7300E+000	 4.4800E+000	 9.7170E+001	
 2.7600E+000	 2.5300E+000	 1.8200E+000	 1.5500E+000	 1.3900E+000	 1.2000E+000	 1.7700E+000	 1.2300E+000	 2.2200E+000	 3.7900E+000	 2.1500E+000	 3.7400E+000	 4.7200E+000	 4.3800E+000	 5.1200E+000	 4.1000E+000	 5.1900E+000	 8.3170E+001	
 2.1200E+000	 3.8000E-001	 7.1000E-001	 9.9000E-001	 1.4800E+000	 2.3000E-001	 1.5800E+000	 1.0600E+000	 6.3000E-001	 2.5500E+000	 1.2900E+000	 2.8600E+000	 2.9100E+000	 3.2700E+000	 3.2500E+000	 1.9800E+000	 2.4600E+000	 7.0870E+001	
 2.3000E+000	 8.2000E-001	 5.7000E-001	 2.9000E-001	 6.1000E-001	 4.2000E-001	 1.0100E+000	 7.9000E-001	 6.6000E-001	 1.2800E+000	 2.2200E+000	 2.0100E+000	 2.6100E+000	 3.0500E+000	 3.3000E+000	 1.4400E+000	 1.8200E+000	 7.8380E+001	


 0.0000E+000	 0.0000E+000	 0.0000E+000	 0.0000E+000	 0.0000E+000	 0.0000E+000	 0.0000E+000	 1.0000E-002	 5.5000E-001	 2.5300E+000	 5.8000E-001	 2.6000E-001	 1.8000E-001	 2.4000E-001	 5.7000E-001	 6.7000E-001	 5.1000E-001	 9.7600E+000	
 0.0000E+000	 0.0000E+000	 0.0000E+000	 0.0000E+000	 0.0000E+000	 0.0000E+000	 0.0000E+000	 3.3000E-001	 6.5000E-001	 2.6700E+000	 8.0000E-001	 1.0000E+000	 4.9000E-001	 6.9000E-001	 2.9000E-001	 1.4000E-001	 3.4000E-001	 1.2900E+001	
 0.0000E+000	 0.0000E+000	 0.0000E+000	 0.0000E+000	 1.6000E-001	 1.6000E-001	 0.0000E+000	 2.4000E-001	 6.3000E-001	 2.6200E+000	 9.6000E-001	 4.1000E-001	 1.0500E+000	 8.8000E-001	 5.0000E-001	 3.5000E-001	 1.5300E+000	 2.0400E+001	
 0.0000E+000	 0.0000E+000	 0.0000E+000	 2.2000E-001	 1.1000E-001	 2.2000E-001	 1.1000E-001	 7.6000E-001	 7.6000E-001	 2.1900E+000	 1.7200E+000	 1.1800E+000	 1.0500E+000	 6.7000E-001	 1.1100E+000	 1.4000E+000	 4.1000E-001	 2.0920E+001	
 0.0000E+000	 0.0000E+000	 0.0000E+000	 8.0000E-002	 1.4000E-001	 3.1000E-001	 5.0000E-002	 1.0400E+000	 1.2000E+000	 2.6400E+000	 1.6200E+000	 1.3000E+000	 9.0000E-001	 1.4000E+000	 6.0000E-001	 2.3000E-001	 1.1300E+000	 1.8510E+001	
 0.0000E+000	 0.0000E+000	 0.0000E+000	 9.0000E-002	 1.2000E-001	 3.7000E-001	 9.0000E-002	 4.8000E-001	 1.0700E+000	 1.3900E+000	 3.8000E-001	 4.2000E-001	 5.9000E-001	 1.1600E+000	 3.4000E-001	 1.0000E-001	 4.7000E-001	 2.1390E+001	
 0.0000E+000	 0.0000E+000	 0.0000E+000	 1.0000E-001	 0.0000E+000	 3.0000E-002	 3.1000E-001	 4.0000E-001	 3.3000E-001	 9.4000E-001	 5.4000E-001	 5.0000E-002	 6.0000E-002	 2.7000E-001	 2.9000E-001	 1.7000E-001	 3.8000E-001	 1.6100E+001	
 0.0000E+000	 0.0000E+000	 0.0000E+000	 2.0000E-002	 1.1000E-001	 2.8000E-001	 6.3000E-001	 2.0000E-001	 1.1000E-001	 1.4100E+000	 2.8000E-001	 1.5000E-001	 1.2000E-001	 1.4000E-001	 2.3000E-001	 2.2000E-001	 3.8000E-001	 1.2860E+001	
 0.0000E+000	 0.0000E+000	 0.0000E+000	 0.0000E+000	 0.0000E+000	 3.2000E-001	 2.9000E-001	 3.4000E-001	 0.0000E+000	 9.2000E-001	 6.1000E-001	 4.9000E-001	 4.2000E-001	 1.4000E-001	 1.4000E-001	 4.0000E-002	 1.8000E-001	 1.0030E+001	


